ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
45.0 0.0 859.9 485.1 100.56937 68.04203 0.00216 0.00068 8.74906553165 0.00085 0.00346157478613 -0.00198 0.00346930828841 13.58773 0.02158
45.0 1.0 859.2 483.3 100.56971 68.042 0.00273 0.00072 0.143 0.00269 0.00072 0.00043 0.00078 13.58367 0.02208
45.0 2.0 866.2 486.1 100.56968 68.04207 0.00388 0.00078 0.1059 0.00375 0.00077 -0.001 0.00083 13.58285 0.02507
45.0 4.0 860.9 488.1 100.56953 68.04224 0.00336 0.00068 0.1197 0.00315 0.00066 0.00117 0.00082 13.39007 0.04636
45.0 5.0 860.9 486.4 100.56976 68.04197 0.00411 0.00094 0.1068 -0.00059 0.00088 -0.00407 0.00094 13.6743 0.02915
45.0 7.0 859.4 487.4 100.56976 68.04199 0.00431 0.001 0.1214 0.004 0.00099 -0.00161 0.00106 13.6619 0.02681
45.0 8.0 865.4 488.8 100.56936 68.04207 0.00293 0.00081 0.1471 0.00292 0.00081 0.0003 0.00086 13.59419 0.0234
45.0 11.0 858.7 481.1 100.56974 68.04198 0.00318 0.00089 0.1379 -0.00174 0.00087 0.00267 0.0009 13.66303 0.0261
45.0 12.0 857.9 483.6 100.56984 68.042 0.00317 0.00113 0.1868 -6e-05 0.00118 -0.00317 0.00113 13.64041 0.02694
45.0 15.0 857.9 484.9 100.56973 68.04199 0.00637 0.0015 0.1159 0.00242 0.00147 -0.00589 0.0015 13.69763 0.01852
45.0 19.0 857.4 482.1 100.56982 68.04199 0.00407 0.00119 0.1499 0.00363 0.00117 -0.00184 0.00123 13.68909 0.03073
