ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
40.0 0.0 264.2 1348.5 278.87167 32.66028 0.00638 0.00316 -67.1220056996 -0.00445 0.0040227478171 -0.00457 0.00515891461453 15.1466 0.02128
40.0 2.0 260.7 1345.1 278.87164 32.66022 0.01819 0.00663 -34.6983240731 0.0064 0.00449 -0.01702 0.00688 14.86656 0.06005
40.0 4.0 261.9 1345.1 278.87164 32.66022 0.01706 0.00756 -45.1777221461 -0.00011 0.00482 -0.01706 0.00756 14.92355 0.07947
40.0 5.0 262.4 1345.1 278.87167 32.66023 0.01562 0.00652 -29.2724137532 0.00815 0.00463 -0.01333 0.0071 14.87712 0.0577
40.0 18.0 266.5 1343.1 278.87164 32.66023 0.01372 0.00664 27.1295515994 0.00801 0.00482 0.01113 0.0074 15.18193 0.03251
40.0 22.0 270.2 1344.1 278.87163 32.66027 0.01525 0.00698 5.6952004836 0.01495 0.00672 0.00301 0.01167 15.13571 0.03479
40.0 25.0 265.2 1347.3 278.87165 32.66022 0.00626 0.00267 -27.1123628656 0.00366 0.00195 -0.00508 0.00298 15.13194 0.03047
40.0 36.0 263.2 1348.8 278.87167 32.66021 0.01116 0.00437 75.7278317824 -0.00981 0.00359 0.00533 0.00633 15.20372 0.03625
40.0 41.0 264.0 1346.8 278.87165 32.66018 0.01164 0.00485 -20.0821707193 0.00889 0.00381 -0.00751 0.00601 14.83502 0.03448
40.0 44.0 264.8 1338.8 278.87164 32.66018 0.00927 0.00454 -33.770132445 0.00354 0.00304 -0.00857 0.00475 15.20419 0.04634
40.0 47.0 266.2 1351.8 278.87137 32.66025 0.09526 0.02254 57.9833288672 -0.04171 0.01255 0.08564 0.02432 15.17537 0.03883
40.0 50.0 271.0 1350.0 278.87164 32.66022 0.01605 0.00496 52.4027199427 -0.0041 0.00295 0.01552 0.00507 15.00765 0.04899
40.0 52.0 266.5 1348.8 278.87165 32.6602 0.00509 0.00241 88.2412300281 -0.00508 0.0024 0.00031 0.00399 15.01371 0.05149
40.0 53.0 274.5 1354.0 278.87142 32.66025 0.03177 0.00902 63.5066420123 -0.01913 0.00584 0.02537 0.01041 15.14161 0.0519
40.0 55.0 261.7 1345.1 278.87159 32.66028 0.07607 0.01609 58.8771430276 -0.03542 0.00847 0.06732 0.01763 15.13447 0.05521
40.0 57.0 271.2 1347.0 278.87162 32.6602 0.01949 0.00418 51.8125734137 -0.00459 0.00251 0.01894 0.00426 15.06558 0.04799
