ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
51.0 8.0 1852.0 759.6 278.64946 32.72983 0.02634 0.00584 89.1866103901 -0.02633 0.00584 0.00075 0.00299 15.66351 0.02748
51.0 9.0 1844.8 750.4 278.64974 32.72975 0.02693 0.01085 -58.8083880922 -0.01248 0.0205 -0.02386 0.00591 16.36481 0.31445
51.0 17.0 1848.0 744.4 278.64938 32.7299 0.03189 0.01038 80.9073702504 -0.0303 0.01078 0.00995 0.00554 15.48682 0.06527
51.0 21.0 1853.8 760.3 278.64909 32.7303 0.02698 0.00689 -86.6885144033 -0.0268 0.00692 -0.00311 0.00342 15.66436 0.02442
51.0 29.0 1846.0 742.4 278.64945 32.72981 0.02373 0.01029 -85.6915678398 -0.02346 0.01037 -0.00355 0.00586 15.69954 0.03136
51.0 32.0 1850.5 751.4 278.64937 32.7299 0.0291 0.01261 80.5349476836 -0.02753 0.01312 0.00944 0.00696 16.04501 0.3692
51.0 33.0 1855.5 754.9 278.64942 32.7298 0.04145 0.00684 89.5074667553 -0.04144 0.00684 0.00071 0.00317 15.59292 0.03408
51.0 40.0 1854.5 748.1 278.64935 32.72988 0.04501 0.01995 89.0376413633 -0.04498 0.01996 0.00151 0.00968 16.13218 0.38221
51.0 47.0 1849.2 750.4 278.64942 32.72985 0.04526 0.02239 -37.9641835054 0.011 0.04154 -0.04391 0.0206 15.64345 0.05914
51.0 49.0 1842.8 747.4 278.6494 32.72982 0.04475 0.0124 84.9123452384 -0.04405 0.01255 0.0079 0.00666 15.69 0.04192
51.0 50.0 1857.5 757.3 278.64942 32.72983 0.0432 0.00871 86.8489425859 -0.04294 0.00874 0.00475 0.0044 15.57753 0.0552
51.0 52.0 1852.2 757.3 278.64947 32.72978 0.05075 0.00801 87.2213651528 -0.05051 0.00804 0.00491 0.00338 15.63526 0.0583
51.0 55.0 1846.2 750.4 278.6497 32.72974 0.07897 0.02298 -73.3958935563 -0.06607 0.02599 -0.04324 0.01352 15.60082 0.07893
