ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
67.0 0.0 462.3 1274.8 278.84386 32.66911 0.05912 0.01089 4.39458628865 0.02391 0.00921051572932 0.05407 0.0117812732758 16.09986 0.08517
67.0 1.0 462.6 1273.1 278.8439 32.66914 0.06316 0.0051 0.0336 0.0211 0.0041 0.05953 0.00521 16.15114 0.03822
67.0 2.0 463.6 1278.1 278.8439 32.66912 0.05521 0.00591 0.0403 0.00752 0.00442 0.0547 0.00593 16.11831 0.03367
67.0 4.0 462.8 1274.6 278.84386 32.6691 0.06671 0.00693 0.037 0.00718 0.00491 0.06633 0.00695 16.16825 0.03898
67.0 5.0 461.8 1274.1 278.84397 32.66905 0.06462 0.00765 0.0418 0.0034 0.00539 0.06453 0.00765 16.10626 0.03498
67.0 9.0 460.3 1271.1 278.84385 32.66911 0.07657 0.01206 0.0654 0.03059 0.00948 0.0702 0.0125 16.34267 0.20076
67.0 10.0 468.4 1273.8 278.84384 32.6691 0.0681 0.00591 0.0321 0.00728 0.00435 0.06771 0.00592 16.06727 0.0433
67.0 12.0 459.3 1276.6 278.84388 32.66912 0.0633 0.01296 0.0848 0.02654 0.01005 0.05746 0.0135 16.61782 0.36531
67.0 13.0 459.6 1271.1 278.84385 32.66911 0.06572 0.01295 0.0773 0.02068 0.00976 0.06239 0.01325 16.40791 0.2749
67.0 15.0 462.3 1270.3 278.84385 32.66916 0.0499 0.01172 0.0898 -0.00263 0.00896 0.04983 0.01173 16.21862 0.12304
67.0 18.0 458.3 1268.1 278.8439 32.66914 0.05647 0.01295 0.0872 0.00072 0.00985 0.05646 0.01295 16.23551 0.13975
67.0 22.0 459.1 1268.6 278.84385 32.66912 0.0571 0.01534 0.1106 0.0153 0.01238 0.05501 0.01554 16.51832 0.25664
67.0 26.0 456.8 1269.3 278.84393 32.66906 0.10081 0.01368 0.0491 0.00931 0.00987 0.10038 0.01371 16.80146 0.44099
67.0 27.0 459.1 1264.3 278.84388 32.66912 0.03559 0.01101 0.1201 0.00597 0.00847 0.03509 0.01108 16.11236 0.04252
67.0 28.0 460.3 1271.8 278.84383 32.66913 0.03955 0.01162 0.1241 0.01426 0.00947 0.0369 0.01191 15.98859 0.05586
67.0 35.0 464.9 1276.6 278.84398 32.66902 0.05143 0.01897 0.1383 0.01276 0.01383 0.04982 0.01926 15.97749 0.08583
67.0 37.0 452.4 1271.3 278.84393 32.66908 0.07471 0.01198 0.0832 -0.05627 0.01042 0.04914 0.01377 15.99658 0.04254
67.0 39.0 469.1 1268.6 278.84383 32.66912 0.08341 0.02588 0.1071 0.01655 0.01744 0.08175 0.02617 15.98397 0.07825
67.0 41.0 461.1 1271.3 278.84389 32.66914 0.05313 0.01058 0.0753 0.00242 0.00799 0.05307 0.01058 16.11088 0.105
67.0 42.0 461.8 1275.3 278.84381 32.66912 0.05477 0.01768 0.1533 0.03552 0.01416 0.04168 0.01985 15.97674 0.0736
