ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
97.0 1.0 130.5 1236.3 278.89054 32.67332 0.00303 0.00096 0.1563 0.00212 0.00071 -0.00217 0.00114 13.32351 0.02925
97.0 2.0 131.5 1241.6 278.8905 32.67337 0.00479 0.00119 0.1005 -0.00241 0.00082 -0.00414 0.0013 13.32286 0.0219
97.0 4.0 130.5 1238.1 278.89049 32.6734 0.00418 0.00125 0.0898 0.00015 0.00075 -0.00418 0.00125 13.52488 0.01453
97.0 5.0 129.2 1237.6 278.89064 32.67344 0.00597 0.00109 0.0532 0.00149 0.00059 -0.00577 0.00111 13.36394 0.01773
97.0 6.0 125.8 1234.3 278.89054 32.67331 0.00915 0.00264 0.0957 0.00207 0.00169 -0.00891 0.00268 12.89681 0.01838
97.0 7.0 133.1 1241.3 278.89066 32.67347 0.00454 0.00107 0.1161 -0.00315 0.00078 -0.00327 0.00129 13.36933 0.0152
97.0 13.0 127.1 1234.3 278.89053 32.67331 0.00545 0.00185 0.2509 0.00521 0.00173 -0.0016 0.00281 12.91944 0.0226
97.0 16.0 131.5 1232.6 278.89052 32.67332 0.00748 0.00244 0.1313 0.00384 0.00164 -0.00642 0.00266 13.47708 0.0198
97.0 17.0 122.6 1234.6 278.89053 32.67331 0.00644 0.00242 0.1365 0.00294 0.00145 -0.00572 0.00261 12.88719 0.01092
97.0 19.0 134.6 1235.3 278.89051 32.67335 0.00441 0.001 0.1195 -0.00327 0.00075 -0.00296 0.00125 13.19444 0.02948
97.0 20.0 124.1 1236.1 278.89045 32.67334 0.00699 0.00217 0.196 0.00597 0.00173 -0.00365 0.00303 13.49098 0.01864
97.0 22.0 126.5 1233.3 278.89053 32.67334 0.00948 0.0029 0.1242 0.00499 0.00194 -0.00806 0.00319 12.91617 0.01808
97.0 25.0 129.8 1236.6 278.89053 32.67333 0.00839 0.00241 0.1097 0.00385 0.00158 -0.00746 0.00259 13.47987 0.01867
97.0 29.0 133.6 1240.3 278.89051 32.67334 0.00585 0.00124 0.1164 -0.00451 0.00094 -0.00372 0.00158 13.21445 0.03862
97.0 32.0 130.0 1228.1 278.89045 32.67331 0.00518 0.00132 0.15 0.0043 0.00108 -0.00289 0.00173 13.47754 0.02571
97.0 37.0 119.8 1235.1 278.89048 32.67348 0.01472 0.00168 0.039 0.00639 0.00093 -0.01326 0.00181 13.43323 0.00915
97.0 39.0 136.6 1233.8 278.89052 32.67335 0.01357 0.00359 0.0892 0.00537 0.00206 -0.01246 0.00381 13.46914 0.01124
97.0 40.0 123.6 1239.8 278.89055 32.67346 0.00424 0.00133 0.2853 0.00419 0.0013 -0.00063 0.00244 13.36659 0.0324
97.0 41.0 128.8 1236.3 278.89052 32.67331 0.00909 0.00185 0.1031 0.00651 0.00138 -0.00634 0.00224 12.89802 0.00957
97.0 42.0 129.0 1240.3 278.89044 32.67357 0.01084 0.00284 0.0676 0.00093 0.00145 -0.0108 0.00285 13.50955 0.02322
97.0 44.0 123.3 1231.9 278.89052 32.67331 0.01059 0.00266 0.0782 0.0015 0.00163 -0.01048 0.00267 13.50328 0.01996
97.0 45.0 136.1 1238.3 278.89055 32.6733 0.01204 0.00339 0.1027 -0.00509 0.00215 -0.01092 0.00361 12.93924 0.03579
97.0 47.0 129.0 1240.8 278.89055 32.6735 0.01206 0.00295 0.0636 -0.00158 0.0015 -0.01195 0.00297 13.51676 0.02661
97.0 48.0 132.0 1237.8 278.89051 32.67331 0.00444 0.00091 0.1346 -0.00392 0.00076 -0.00208 0.00129 13.19378 0.04865
97.0 49.0 136.6 1239.1 278.8905 32.67334 0.00827 0.00115 0.0829 -0.00676 0.00088 0.00476 0.00156 13.19758 0.04587
97.0 52.0 136.6 1236.1 278.89047 32.67331 0.01069 0.00113 0.0489 -0.00692 0.00078 0.00815 0.00133 13.25651 0.04537
97.0 53.0 140.1 1243.3 278.89038 32.67347 0.01045 0.00143 0.1241 -0.01006 0.00128 0.00282 0.00267 13.50416 0.03056
97.0 60.0 130.2 1238.1 278.89041 32.67335 0.03211 0.00388 0.0628 -0.02342 0.00249 0.02197 0.00501 13.13988 0.00888
