ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
20.0 2.0 387.9 1568.9 133.78427 20.04594 0.00679 0.00193 89.077748409 -0.00679 0.00193 0.00022 0.0027 14.54845 0.02377
20.0 5.0 391.9 1570.9 133.78482 20.04582 0.00544 0.00162 -88.0636131116 -0.00543 0.00162 -0.00037 0.00231 14.539 0.03409
20.0 6.0 386.2 1567.9 133.78425 20.04596 0.00666 0.00302 -70.5769412042 -0.00519 0.00249 -0.00418 0.0037 14.5357 0.02662
20.0 8.0 390.9 1575.4 133.78478 20.04596 0.01166 0.00317 -57.2442133115 -0.00483 0.00225 -0.01061 0.00333 14.53051 0.03238
20.0 10.0 398.4 1572.7 133.7842 20.04582 0.00606 0.00214 -68.6460734346 -0.00445 0.00178 -0.00411 0.0025 14.53885 0.02821
20.0 11.0 392.4 1564.9 133.7848 20.04585 0.00513 0.00235 74.7652626866 -0.00442 0.0021 0.0026 0.00294 14.45697 0.03292
20.0 15.0 390.9 1568.9 133.78418 20.04588 0.0066 0.00314 -78.5181362447 -0.00608 0.00287 -0.00258 0.00434 14.50378 0.02622
20.0 18.0 391.2 1571.2 133.78426 20.04586 0.0056 0.00197 -70.7946651664 -0.00439 0.00167 -0.00348 0.00236 14.53749 0.02852
20.0 19.0 391.4 1577.2 133.78419 20.04602 0.00681 0.00286 -88.2756074958 -0.0068 0.00286 -0.00041 0.00418 14.51175 0.02568
20.0 20.0 385.4 1570.9 133.78419 20.04601 0.00793 0.00339 -73.5906992066 -0.00666 0.0029 -0.0043 0.00436 14.50514 0.0266
20.0 22.0 391.4 1574.2 133.78431 20.04595 0.01497 0.00296 -70.8175834782 -0.01174 0.0024 -0.0093 0.00368 14.16087 0.08091
20.0 23.0 395.1 1575.4 133.78419 20.04593 0.00928 0.00238 84.7862945235 -0.00913 0.00233 0.00168 0.00345 14.5291 0.0278
20.0 25.0 381.1 1575.2 133.78418 20.04594 0.02301 0.00499 -86.0296129389 -0.02279 0.00494 -0.00318 0.007 14.50164 0.02524
20.0 26.0 391.4 1568.4 133.78422 20.04595 0.00895 0.00303 75.4700007746 -0.00782 0.00267 0.00435 0.00397 14.52095 0.03326
20.0 28.0 388.2 1570.9 133.78419 20.04593 0.02215 0.00636 -81.8355618785 -0.02126 0.0062 -0.00623 0.00797 14.36956 0.20622
20.0 29.0 392.9 1576.7 133.78416 20.04593 0.01134 0.00456 -73.3328681988 -0.00948 0.00389 -0.00623 0.00583 14.48488 0.03098
20.0 31.0 390.2 1572.2 133.7842 20.04602 0.02527 0.01196 -54.4653680051 -0.0082 0.00746 -0.0239 0.01238 14.48982 0.03212
20.0 36.0 386.4 1568.7 133.78419 20.04594 0.02222 0.00953 68.4054311607 -0.0162 0.00759 0.01521 0.01134 14.82153 0.59617
