ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
26.0 1.0 533.8 1398.3 132.37274 66.06027 0.01688 0.00275 0.1074 -0.01683 0.00274 0.00137 0.00363 16.15478 0.02312
26.0 2.0 531.8 1398.3 132.37292 66.06033 0.0182 0.00441 0.1408 -0.01596 0.00407 0.00876 0.00541 16.07869 0.14333
26.0 4.0 525.7 1402.3 132.37292 66.06036 0.02115 0.00542 0.1411 -0.0175 0.00491 -0.01188 0.0064 16.08569 0.19478
26.0 5.0 523.8 1398.3 132.37287 66.06037 0.02982 0.0036 0.0688 -0.02757 0.00349 -0.01139 0.0042 16.16508 0.02363
26.0 11.0 539.2 1402.3 132.3727 66.06035 0.01437 0.005 0.2189 -0.01391 0.00489 -0.0036 0.00637 16.03259 0.17734
26.0 13.0 523.8 1403.3 132.37306 66.0603 0.03323 0.01054 0.1122 -0.00566 0.00734 -0.03274 0.01062 15.9175 0.1987
26.0 14.0 537.8 1405.3 132.37297 66.06039 0.03164 0.01166 0.1404 -0.00385 0.00884 -0.0314 0.0117 16.08698 0.08257
26.0 16.0 523.2 1397.2 132.37293 66.06037 0.10209 0.0091 0.0384 -0.05314 0.00699 -0.08716 0.00977 16.06797 0.20188
26.0 19.0 528.4 1393.2 132.37317 66.06036 0.05997 0.01745 0.1121 0.00547 0.01341 -0.05972 0.01748 16.11055 0.11789
26.0 20.0 528.2 1398.8 132.37294 66.06037 0.02019 0.00603 0.2035 -0.01815 0.00516 -0.00884 0.00879 16.01494 0.11139
26.0 22.0 531.2 1397.8 132.37278 66.06035 0.02383 0.00319 0.0768 -0.02383 0.00319 -0.00018 0.00366 16.18129 0.02821
